user_id,age_group,interests,travel_history,sustainability_preference,budget_level,preferred_activities,travel_style
635,18-24,"Relaxation,Mountains,Culture","67,84,80",7.0,2,"Local Cuisine,Swimming,Museums",Adventure
636,55-64,"Culture,History,Adventure,Food,Mountains","11,86,46,36,54,37,28,22,43",3.3,4,"Surfing,Local Cuisine,Historical Sites,Swimming,Wildlife Watching",Adventure
637,25-34,"Nature,Wildlife","48,9,40,56",4.7,3,"Surfing,Volunteering,Cultural Tours,Local Cuisine,Swimming",Luxury
638,35-44,"Photography,History,Nature,Culture,Relaxation","76,40",6.4,5,"Historical Sites,Eco Tours,Wildlife Watching",Budget
639,65+,"History,Photography,Nature","19,82,76,58,23,10",4.7,5,"Eco Tours,Kayaking,Historical Sites,Wildlife Watching",Luxury
640,55-64,"Adventure,Mountains",44,8.5,5,"Surfing,Local Cuisine",Adventure
641,45-54,"Beach,Wildlife,Adventure","65,71,38,72,46,6,11,66",7.5,1,"Hiking,Swimming,Surfing,Historical Sites",Budget
642,18-24,"Wildlife,Mountains,Nature","84,49,41,19,57,45,87,77,3",4.9,4,"Volunteering,Cycling,Eco Tours,Hiking",Budget
643,25-34,"Relaxation,Photography","15,20,8,95",8.8,2,"Historical Sites,Hiking",Solo
644,35-44,"Food,Relaxation,Photography","31,16,62,90,47,6,13,23",6.4,5,"Hiking,Cultural Tours,Historical Sites",Family
645,55-64,"Culture,History,Beach,Wildlife","58,59,89",7.3,1,"Local Cuisine,Cycling,Hiking,Volunteering,Swimming",Cultural
646,18-24,"Culture,Relaxation",59,6.8,1,"Hiking,Surfing",Adventure
647,65+,"Photography,Wildlife","41,89",7.6,5,"Surfing,Hiking",Luxury
648,25-34,"Mountains,Photography,Relaxation,Nature","83,46,25,13,59",7.6,1,"Cycling,Museums,Volunteering,Cultural Tours",Luxury
649,35-44,"Culture,Photography,Wildlife,Nature",,6.7,5,"Cultural Tours,Historical Sites,Swimming,Eco Tours,Cycling",Family
650,65+,"Relaxation,Mountains,Wildlife,Adventure,Culture","36,90,51,93,53,82,5",5.7,5,"Eco Tours,Cultural Tours,Wildlife Watching,Cycling",Budget
651,35-44,"History,Photography,Beach,Nature",73,4.8,3,"Kayaking,Cultural Tours,Historical Sites",Solo
652,18-24,"Mountains,Adventure,History,Relaxation","12,67,1,34,56",6.7,4,"Hiking,Swimming,Kayaking,Museums",Family
653,25-34,"Nature,Photography,Relaxation,Wildlife","57,52,22",5.9,5,"Cultural Tours,Cycling,Wildlife Watching,Swimming,Surfing",Family
654,55-64,"Mountains,Photography,Beach,Food",55,6.9,5,"Museums,Surfing,Swimming",Budget
655,25-34,"Adventure,Food","31,61",6.5,4,"Volunteering,Eco Tours,Local Cuisine,Historical Sites",Luxury
656,55-64,"Nature,History,Relaxation,Mountains","79,17,61,97,27",4.2,2,"Local Cuisine,Wildlife Watching,Historical Sites",Solo
657,35-44,"Nature,Food,Photography","83,31,84,25,70,41,56,95",5.3,5,"Eco Tours,Local Cuisine,Cultural Tours,Volunteering",Adventure
658,55-64,"Food,Photography,Nature","26,53,85,45,48",4.4,4,"Cultural Tours,Swimming,Cycling,Historical Sites,Kayaking",Cultural
659,25-34,"Relaxation,Mountains,Culture,Photography","25,45",8.2,3,"Swimming,Local Cuisine,Eco Tours,Kayaking,Volunteering",Solo
660,45-54,"Relaxation,Photography,Nature,Wildlife,Adventure","31,80,68,66,64,17,16,97,76,94",4.3,5,"Eco Tours,Swimming,Cultural Tours,Wildlife Watching",Family
661,25-34,"Nature,Mountains","90,92,37,44,85,43,35,82",8.3,5,"Swimming,Museums,Hiking,Eco Tours,Cultural Tours",Cultural
662,65+,"Relaxation,Beach,Nature,Wildlife","74,52,6,47,92,30,15,75",7.1,2,"Hiking,Swimming",Solo
663,45-54,"Wildlife,Food,Mountains,Beach,Nature","15,5",6.2,3,"Cycling,Hiking,Local Cuisine,Cultural Tours",Family
664,45-54,"Nature,Adventure,Relaxation,Culture","30,31,78,86,5,21",7.8,4,"Kayaking,Volunteering",Solo
665,65+,"Culture,Mountains,Nature,History,Wildlife","83,10,26,62,36,68,19,46",7.5,1,"Eco Tours,Surfing,Cycling,Volunteering,Local Cuisine",Cultural
666,45-54,"Mountains,Photography",39,4.0,2,"Historical Sites,Kayaking,Museums",Adventure
667,35-44,"Adventure,Food,Relaxation,History,Nature",77,8.4,1,"Hiking,Local Cuisine,Volunteering",Cultural
668,65+,"Adventure,Relaxation,Mountains,Nature","62,59,82,48,87",4.9,1,"Hiking,Cultural Tours",Family
669,55-64,"Culture,Relaxation","68,24",8.1,3,"Wildlife Watching,Hiking",Cultural
670,35-44,"Photography,Food,Mountains,Wildlife,Relaxation","25,23,55,14",5.5,2,"Cultural Tours,Volunteering,Wildlife Watching,Kayaking,Eco Tours",Luxury
671,55-64,"Wildlife,Adventure,Food","61,9,20",7.2,1,"Eco Tours,Museums",Adventure
672,45-54,"Beach,Adventure,Relaxation","56,16",4.6,5,"Eco Tours,Kayaking",Luxury
673,18-24,"Mountains,Nature,Culture,History,Beach","95,36,27,52,69,98",6.0,3,"Kayaking,Hiking,Cultural Tours",Luxury
674,18-24,"Adventure,Wildlife,Mountains,Beach,Relaxation","76,7,46,36,11,88,26",5.5,5,"Historical Sites,Museums,Wildlife Watching,Hiking,Eco Tours",Adventure
675,25-34,"Photography,Adventure,History",,7.7,5,"Historical Sites,Eco Tours,Surfing,Hiking",Eco-conscious
676,55-64,"Photography,Nature,Food,History,Adventure","74,52,2,54,65,95,45",6.6,2,"Volunteering,Surfing",Cultural
677,18-24,"Nature,Wildlife,Culture","72,11,80",4.6,5,"Cycling,Museums,Cultural Tours",Family
678,65+,"Photography,Relaxation,Culture",1,4.9,3,"Wildlife Watching,Hiking,Volunteering,Museums,Surfing",Luxury
679,35-44,"Photography,History,Adventure,Culture,Wildlife","64,89,100,78,91,92",9.3,3,"Volunteering,Museums,Local Cuisine,Historical Sites,Surfing",Eco-conscious
680,45-54,"Culture,Photography,Wildlife","7,60",3.7,4,"Local Cuisine,Historical Sites,Eco Tours,Kayaking",Solo
681,45-54,"Mountains,Adventure,Photography,Nature,Wildlife","75,65",6.8,1,"Wildlife Watching,Hiking,Volunteering",Cultural
682,18-24,"Wildlife,Mountains","11,10,84,81",8.4,4,"Kayaking,Wildlife Watching,Hiking,Surfing,Volunteering",Solo
683,55-64,"Nature,Food,Adventure,Wildlife","10,85,83,81",7.8,1,"Kayaking,Wildlife Watching,Hiking,Museums",Family
684,45-54,"Mountains,Photography,Relaxation","78,64",5.3,2,"Wildlife Watching,Historical Sites,Hiking",Family
685,35-44,"Nature,Beach,Food,Photography","94,100,20",7.9,3,"Eco Tours,Museums",Budget
686,18-24,"Food,Beach","61,35,68,92,78,89,27,57,73,40",7.8,5,"Surfing,Historical Sites,Kayaking,Local Cuisine",Family
687,55-64,"History,Culture,Beach",,6.3,5,"Local Cuisine,Cycling,Cultural Tours,Volunteering,Museums",Luxury
688,55-64,"Relaxation,Beach,History,Photography",16,9.5,5,"Historical Sites,Hiking,Swimming,Museums,Local Cuisine",Eco-conscious
689,45-54,"Food,Mountains,Beach,Culture","99,90,19,72,11",6.6,1,"Local Cuisine,Eco Tours,Surfing,Historical Sites",Cultural
690,45-54,"Beach,History","89,1,70,82,61,91,9",3.9,1,"Surfing,Eco Tours,Hiking",Cultural
691,45-54,"Mountains,Nature,Food,History,Relaxation",21,8.0,5,"Surfing,Historical Sites,Cycling,Cultural Tours,Wildlife Watching",Adventure
692,65+,"Wildlife,Food,Adventure,Beach","10,66,2,87,92,96,36,17,56",4.4,2,"Surfing,Eco Tours,Local Cuisine",Budget
693,35-44,"Relaxation,Nature,Photography,Food,Culture","47,4,97,39,61,35,24",7.6,4,"Swimming,Historical Sites,Cultural Tours,Museums,Wildlife Watching",Eco-conscious
694,45-54,"History,Wildlife","26,47,14",8.0,3,"Eco Tours,Museums",Eco-conscious
695,65+,"History,Beach","75,77,19,84",3.8,4,"Kayaking,Hiking,Surfing,Historical Sites",Solo
696,25-34,"Nature,Wildlife,Beach,Culture","73,50,69",4.1,3,"Hiking,Swimming,Cultural Tours,Cycling,Wildlife Watching",Luxury
697,45-54,"Mountains,Beach,Culture","77,41,84,29,85,53,7,19,6,31",5.4,3,"Historical Sites,Wildlife Watching",Adventure
698,55-64,"Adventure,Relaxation","23,84,74,30,75,94,47,83,2,5",4.9,4,"Kayaking,Hiking",Budget
699,65+,"Relaxation,Beach,Wildlife,Nature,Culture","29,2,51,78,17,99,80,49,35,58",7.1,5,"Local Cuisine,Swimming",Budget
700,55-64,"History,Mountains,Nature,Relaxation,Photography","94,47,69,99",4.6,3,"Local Cuisine,Museums,Hiking",Budget
701,55-64,"History,Food",11,9.5,4,"Volunteering,Cycling,Hiking,Swimming,Wildlife Watching",Eco-conscious
702,18-24,"Wildlife,Mountains,Food,Adventure","91,57,100,30,38,35,42,70,43",6.8,3,"Volunteering,Local Cuisine,Kayaking,Swimming",Family
703,55-64,"Mountains,Adventure,Wildlife,Photography,Culture","27,14,12,50,31,73,100,40,82,26",3.4,3,"Eco Tours,Local Cuisine,Surfing",Solo
704,45-54,"History,Relaxation,Photography","60,93,98,7,56,52,19,34,80",8.6,3,"Cycling,Local Cuisine,Surfing,Wildlife Watching",Eco-conscious
705,65+,"Beach,Wildlife,History,Food,Photography","95,12,67,36,44,70,11",8.5,1,"Wildlife Watching,Cycling,Museums,Surfing",Adventure
706,35-44,"Food,Culture,Relaxation",14,7.3,1,"Hiking,Cycling,Cultural Tours",Solo
707,55-64,"Mountains,Adventure,Nature,Photography,Wildlife","22,8,98,10,3,42,99,48",4.2,5,"Volunteering,Swimming,Kayaking,Cultural Tours,Historical Sites",Solo
708,45-54,"Mountains,Relaxation,Wildlife,Food,Photography","22,35,49,69,31,19,65,26,71",6.3,5,"Eco Tours,Historical Sites",Luxury
709,35-44,"Mountains,Nature,History","61,22,89",3.8,1,"Museums,Cultural Tours,Eco Tours",Adventure
710,55-64,"Beach,Relaxation,Food,Adventure","98,47,45,40,81,11,10,58,19",5.7,1,"Volunteering,Eco Tours,Cultural Tours",Luxury
711,35-44,"Culture,History,Photography,Nature","3,66",6.1,4,"Historical Sites,Museums,Eco Tours,Surfing",Adventure
712,18-24,"Wildlife,Photography,Nature,Mountains",,5.1,4,"Wildlife Watching,Local Cuisine,Kayaking,Cultural Tours,Cycling",Solo
713,45-54,"Relaxation,Photography,Adventure,Beach","74,82,10,59,54,73",4.0,1,"Wildlife Watching,Cultural Tours,Hiking,Cycling",Budget
714,55-64,"Wildlife,Beach","65,97,39,31,51",4.1,2,"Historical Sites,Wildlife Watching,Hiking",Solo
715,25-34,"Adventure,Mountains,Nature","71,10,62,52,74,44,65,63,30,77",7.2,5,"Cycling,Swimming,Historical Sites,Kayaking",Luxury
716,45-54,"Beach,Wildlife,Adventure,Relaxation,Mountains","64,82,69,43,7,19",7.8,3,"Cycling,Kayaking,Eco Tours",Adventure
717,18-24,"Mountains,Adventure,Nature,Food,Photography","67,88",4.5,4,"Wildlife Watching,Local Cuisine,Surfing,Cultural Tours",Budget
718,55-64,"Wildlife,History,Relaxation",30,3.2,3,"Eco Tours,Local Cuisine",Budget
719,35-44,"Mountains,Wildlife,Culture,Nature,Photography","47,74,15,98,31",4.6,4,"Swimming,Eco Tours,Hiking,Surfing",Luxury
720,65+,"Food,Adventure,Nature,Beach,Wildlife",54,5.9,1,"Kayaking,Museums",Solo
721,35-44,"Nature,Culture,Wildlife,Adventure","25,40,55",7.4,4,"Historical Sites,Swimming,Local Cuisine,Volunteering,Surfing",Solo
722,18-24,"Wildlife,Food","18,21",8.9,2,"Cycling,Surfing,Museums,Hiking",Adventure
723,65+,"Relaxation,History,Culture,Nature,Wildlife","47,21,33,15,66",8.5,2,"Hiking,Volunteering",Eco-conscious
724,35-44,"Beach,Nature,Food,Wildlife","62,51,67,72,74,65,14,39,27,86",8.9,4,"Historical Sites,Kayaking",Cultural
725,25-34,"History,Food,Adventure,Beach,Photography",35,5.5,3,"Historical Sites,Local Cuisine,Hiking,Cultural Tours,Kayaking",Cultural
726,45-54,"Photography,Wildlife","95,86,60",6.9,5,"Volunteering,Cultural Tours,Surfing,Local Cuisine",Solo
727,55-64,"Wildlife,Mountains,Photography,Adventure","97,86",7.4,2,"Museums,Swimming,Wildlife Watching,Surfing",Budget
728,35-44,"Wildlife,Relaxation,Nature","72,92,65,60",7.7,1,"Historical Sites,Local Cuisine,Cultural Tours,Cycling",Family
729,65+,"Relaxation,Food,Mountains","45,79",8.2,4,"Museums,Eco Tours",Eco-conscious
730,35-44,"Mountains,Relaxation","11,54,83,64,93,88,91,99",7.5,5,"Cycling,Kayaking",Adventure
731,45-54,"Adventure,Nature","97,79,16,87,94,35",6.8,4,"Surfing,Wildlife Watching,Eco Tours,Volunteering,Swimming",Solo
732,45-54,"Wildlife,Nature,Mountains,Photography","83,29,92,23,35",7.6,3,"Wildlife Watching,Local Cuisine",Family
733,45-54,"Food,History,Nature,Photography,Adventure",,6.8,3,"Local Cuisine,Wildlife Watching,Museums,Hiking",Solo
734,35-44,"Nature,Adventure,History,Relaxation,Food",80,4.8,5,"Wildlife Watching,Kayaking,Cycling",Budget
735,35-44,"Food,Relaxation,History,Photography","46,32,17,49,94,42,2,36,10,99",6.6,1,"Kayaking,Eco Tours,Local Cuisine",Luxury
736,55-64,"Nature,History","62,6,31",4.1,3,"Wildlife Watching,Eco Tours",Solo
737,18-24,"Photography,Nature,Culture,Beach",,5.5,3,"Wildlife Watching,Hiking",Solo
738,25-34,"Wildlife,Photography,Culture,History","62,63",8.2,1,"Wildlife Watching,Cycling,Historical Sites",Eco-conscious
739,35-44,"Relaxation,Beach",34,9.6,3,"Local Cuisine,Volunteering,Swimming",Eco-conscious
740,35-44,"Wildlife,Adventure,Beach,Food","77,74,55,95,27,88,58",4.4,4,"Wildlife Watching,Cycling,Volunteering,Eco Tours,Kayaking",Luxury
741,25-34,"Adventure,Food,Relaxation,History,Wildlife","55,68,77,26,3,15",7.8,4,"Wildlife Watching,Eco Tours,Local Cuisine,Cycling",Adventure
742,25-34,"History,Beach,Nature,Wildlife","11,59",3.2,5,"Swimming,Local Cuisine,Museums,Volunteering",Budget
743,18-24,"Nature,Beach,Relaxation","67,59,22,88,16,42,54,61,18,98",5.1,5,"Historical Sites,Hiking,Wildlife Watching,Eco Tours,Museums",Solo
744,25-34,"Relaxation,Beach,Wildlife","89,78,60,8,59,47,58,87,35,13",3.2,4,"Hiking,Volunteering",Solo
745,65+,"Culture,Food","29,61,81,91,41,79,67,27",7.5,3,"Swimming,Volunteering,Surfing,Hiking",Eco-conscious
746,35-44,"Beach,Photography,Wildlife","14,22,61,3,96,83,60,63",5.5,1,"Museums,Surfing,Cycling,Hiking",Adventure
747,45-54,"Wildlife,Photography,History,Adventure,Nature","88,2,21,94,18,34,58",3.6,3,"Wildlife Watching,Cultural Tours,Museums,Local Cuisine",Cultural
748,55-64,"Photography,Beach","64,6,67,2,27,55,12,94,20",6.1,1,"Historical Sites,Museums,Wildlife Watching",Luxury
749,65+,"Nature,Culture,Photography,Wildlife","21,30,83,84,99,14,42,24",8.5,3,"Local Cuisine,Volunteering",Budget
750,18-24,"Adventure,Beach","19,69,18,46,86,38,36",8.1,1,"Cultural Tours,Surfing,Swimming,Museums,Eco Tours",Solo
751,25-34,"History,Mountains,Photography,Relaxation,Adventure","14,54,87,60,74,99,34,38,55,50",9.3,5,"Cultural Tours,Wildlife Watching,Surfing,Cycling",Eco-conscious
752,35-44,"Photography,Culture,Beach,History,Wildlife","61,59,39,47,3,49,88",5.4,5,"Museums,Cultural Tours,Cycling,Wildlife Watching",Adventure
753,25-34,"Nature,History,Adventure,Mountains,Beach","14,77,64,69,23,11",3.4,2,"Museums,Historical Sites,Hiking,Eco Tours,Wildlife Watching",Adventure
754,18-24,"Mountains,Nature","50,20",6.6,4,"Surfing,Swimming",Budget
755,35-44,"Culture,Wildlife,Photography,Beach","80,15,85,38,23,60",4.5,1,"Local Cuisine,Cultural Tours,Museums,Wildlife Watching,Surfing",Luxury
756,65+,"Photography,Relaxation,Culture,Adventure","71,49,76,6,94",4.8,5,"Kayaking,Museums,Wildlife Watching,Hiking,Surfing",Luxury
757,65+,"Food,Relaxation,Wildlife","38,81,7,43",9.8,4,"Museums,Kayaking,Local Cuisine",Eco-conscious
758,25-34,"Relaxation,History","58,14,18,90,36",5.7,5,"Museums,Historical Sites",Family
759,45-54,"Nature,Food",,5.5,5,"Eco Tours,Swimming",Adventure
760,35-44,"Adventure,Relaxation,Beach,Wildlife","63,32,6,29,85,49",3.8,5,"Surfing,Volunteering,Wildlife Watching",Budget
761,25-34,"Mountains,Culture","28,30,12,93,81,97,33",5.5,1,"Wildlife Watching,Swimming",Solo
762,18-24,"Relaxation,Nature,Culture,Wildlife","33,45,7",4.3,1,"Museums,Cultural Tours,Eco Tours,Cycling,Swimming",Budget
763,25-34,"Beach,Relaxation","15,61,74,33,83,62,54,76",6.7,2,"Cultural Tours,Museums",Budget
764,45-54,"Food,History,Nature,Wildlife",95,7.5,2,"Volunteering,Hiking,Surfing,Swimming",Cultural
765,35-44,"Wildlife,Adventure,Photography,Culture","90,67,98,41,43,55,69,6,21",8.3,4,"Eco Tours,Kayaking,Cycling",Budget
766,65+,"History,Wildlife,Relaxation,Food",30,7.1,5,"Wildlife Watching,Museums",Budget
767,55-64,"Nature,Photography,History,Beach","60,70,4,95,42,77,94,35,15",8.8,4,"Local Cuisine,Cultural Tours",Adventure
768,45-54,"Adventure,Nature,Food",,5.9,1,"Museums,Local Cuisine,Swimming,Hiking",Cultural
769,18-24,"History,Mountains","98,5",5.2,4,"Swimming,Surfing,Museums",Family
770,25-34,"Culture,History","34,7,95",6.6,1,"Hiking,Surfing",Adventure
771,55-64,"Beach,Relaxation,History,Food,Nature",,4.9,3,"Eco Tours,Hiking",Luxury
772,55-64,"Mountains,Relaxation,Photography,Beach",37,6.9,3,"Surfing,Eco Tours,Historical Sites",Cultural
773,65+,"Relaxation,Adventure,Food,Culture,Mountains","86,89,39,67,13,59,71,22",9.7,1,"Kayaking,Cycling",Eco-conscious
774,45-54,"History,Beach,Mountains,Food","52,55,45,89,81,36,54",3.7,4,"Historical Sites,Cultural Tours,Cycling",Cultural
775,55-64,"History,Beach,Food","68,61",8.7,3,"Hiking,Eco Tours,Cultural Tours,Surfing",Budget
776,45-54,"History,Photography","27,65,15,21,14,73,68",5.9,4,"Local Cuisine,Volunteering,Kayaking,Cultural Tours",Family
777,45-54,"Photography,Wildlife","34,29,71,31,9,65,3,30,2",7.4,5,"Swimming,Volunteering,Museums,Wildlife Watching,Eco Tours",Luxury
778,25-34,"Relaxation,Adventure,Mountains,Culture,Wildlife","5,72,18,71,56,32,89,30,40",8.6,3,"Surfing,Swimming,Volunteering,Hiking,Eco Tours",Solo
779,35-44,"Relaxation,History,Beach,Food,Wildlife","79,37,97,11,8",3.4,4,"Local Cuisine,Cultural Tours",Budget
780,18-24,"History,Relaxation,Food,Beach",,4.4,5,"Kayaking,Hiking",Budget
781,55-64,"Beach,Adventure,Nature","45,83,96,10,44,39,73",4.9,2,"Volunteering,Surfing",Adventure
782,65+,"Nature,Mountains,Photography,History,Food","95,87,7,12,74,3,11,24,99,91",7.4,1,"Volunteering,Cultural Tours",Family
783,45-54,"History,Nature,Culture","50,98,9,52,69,63,41",5.6,3,"Volunteering,Eco Tours,Historical Sites,Local Cuisine",Adventure
784,65+,"Photography,Nature","36,22,94,76,31,54,3,60,34",4.0,4,"Surfing,Historical Sites,Kayaking,Volunteering,Swimming",Family
785,55-64,"Food,Beach,History,Adventure",,7.9,3,"Eco Tours,Swimming,Volunteering,Kayaking,Local Cuisine",Eco-conscious
786,65+,"History,Wildlife,Beach","94,65",9.7,1,"Kayaking,Museums,Swimming",Eco-conscious
787,65+,"Adventure,Food",23,8.4,4,"Surfing,Swimming,Wildlife Watching,Hiking",Solo
788,35-44,"History,Relaxation,Culture,Adventure,Nature","62,76,1,12,66,7,97,45,92",7.6,5,"Museums,Kayaking,Cultural Tours,Wildlife Watching,Local Cuisine",Family
789,25-34,"Wildlife,Food","31,77,55,100,34,60,65,76",7.6,4,"Hiking,Museums",Eco-conscious
790,18-24,"Relaxation,Adventure,Wildlife","55,47,32,41,29,43,51,79,70",4.4,4,"Surfing,Local Cuisine",Cultural
791,18-24,"Beach,Wildlife,Mountains,Nature,Food","32,97,24,77,28",8.6,2,"Volunteering,Cultural Tours,Swimming",Budget
792,18-24,"Wildlife,Culture,Photography","96,18,56,94,71,14,37,43,31,11",7.4,4,"Swimming,Wildlife Watching",Budget
793,65+,"Beach,Wildlife,Mountains,History,Nature","57,38,98,83,32,87,36,85,68",6.2,1,"Hiking,Cultural Tours,Museums",Budget
794,55-64,"Wildlife,Beach,History,Mountains,Culture","54,40,2,42,38,95,25",4.7,5,"Kayaking,Historical Sites",Solo
795,35-44,"Beach,Culture,History,Relaxation",,7.5,2,"Hiking,Eco Tours,Museums,Cultural Tours",Solo
796,45-54,"Food,Nature","87,85,14,24,12,19",7.3,2,"Swimming,Cultural Tours",Budget
797,55-64,"Culture,History","72,22,96,9,8",8.1,4,"Hiking,Surfing",Eco-conscious
798,45-54,"Adventure,Photography","15,92,11,59",6.5,4,"Wildlife Watching,Museums",Cultural
799,25-34,"Adventure,Photography,Mountains,Wildlife,Relaxation",,8.0,4,"Volunteering,Swimming",Eco-conscious
800,25-34,"Beach,Nature,Wildlife,Culture","6,36,10,81,51,25,91,30,41",6.4,3,"Volunteering,Museums,Cultural Tours,Cycling",Adventure
801,25-34,"Relaxation,Culture",68,4.4,2,"Hiking,Cycling,Surfing,Swimming,Eco Tours",Luxury
802,55-64,"Beach,Food,Adventure,Relaxation",20,3.3,4,"Hiking,Historical Sites",Adventure
803,25-34,"Beach,Photography,Adventure,History","87,74,15,27,72,38,42,73",5.6,4,"Swimming,Local Cuisine",Solo
804,65+,"Relaxation,Wildlife,Nature,Mountains,History","11,37,43,40,49,89,72",5.1,5,"Cultural Tours,Volunteering",Budget
805,35-44,"Adventure,Photography,History,Relaxation","23,71,51",3.2,5,"Eco Tours,Local Cuisine,Historical Sites",Budget
806,18-24,"Mountains,Adventure,Relaxation,Nature,Culture","100,29,62,61,82,65",7.3,3,"Surfing,Local Cuisine,Kayaking,Cycling",Budget
807,18-24,"Food,Nature,Relaxation","81,10,3,85,23,52,1,35,73,14",7.1,4,"Kayaking,Eco Tours",Luxury
808,55-64,"History,Food,Mountains",,7.7,4,"Hiking,Swimming,Museums",Adventure
809,35-44,"Food,Relaxation,Beach,Mountains",,8.4,2,"Museums,Swimming",Eco-conscious
810,25-34,"Food,Culture,Beach,Relaxation","74,75,12,15,87,61,100,39",4.4,3,"Kayaking,Volunteering",Adventure
811,65+,"Relaxation,Mountains,Photography,Nature","34,55",8.6,4,"Historical Sites,Hiking,Swimming,Local Cuisine,Volunteering",Solo
812,35-44,"Adventure,Food,Nature","9,36,27,39,24,65,50",4.1,4,"Swimming,Volunteering,Cultural Tours,Eco Tours",Family
813,25-34,"Beach,Nature",,8.2,3,"Volunteering,Hiking,Swimming,Local Cuisine",Eco-conscious
814,45-54,"Culture,Food,Relaxation,Nature","55,47",7.5,1,"Local Cuisine,Hiking,Swimming,Surfing,Cycling",Cultural
815,45-54,"Relaxation,Nature,Mountains,Adventure","15,37,57,67,84,36,60,48",4.9,3,"Volunteering,Swimming,Cycling,Museums,Hiking",Budget
816,65+,"Wildlife,Culture,Food",85,8.9,3,"Cultural Tours,Eco Tours,Hiking,Surfing",Eco-conscious
817,18-24,"Wildlife,Food",43,7.1,3,"Eco Tours,Local Cuisine,Hiking,Volunteering",Cultural
818,65+,"Relaxation,Adventure,Food","98,14,18,95,1,86,26,10",9.3,5,"Local Cuisine,Historical Sites,Wildlife Watching",Eco-conscious
819,65+,"Food,Mountains,Adventure,Culture,Nature","84,81,76",6.8,1,"Volunteering,Surfing,Local Cuisine",Luxury
820,55-64,"Wildlife,Mountains,Adventure,Food",15,7.7,2,"Cycling,Museums,Wildlife Watching,Swimming",Adventure
821,18-24,"Mountains,Photography,Nature","39,85,4,49,22,56",4.8,3,"Hiking,Eco Tours,Surfing,Local Cuisine,Swimming",Solo
822,65+,"Wildlife,Culture,Food,Relaxation","3,52,58,13,92,98",6.3,2,"Hiking,Historical Sites,Wildlife Watching",Budget
823,18-24,"Beach,Food,Relaxation,Nature","90,52",4.0,1,"Local Cuisine,Wildlife Watching,Kayaking,Historical Sites",Family
824,25-34,"History,Nature,Beach,Photography",74,5.0,4,"Museums,Swimming",Solo
825,65+,"History,Food,Culture,Relaxation",,9.0,2,"Wildlife Watching,Museums,Local Cuisine",Eco-conscious
826,25-34,"Beach,Adventure,Food,Culture","73,85,52,72,57,6",4.0,2,"Cycling,Historical Sites,Surfing",Adventure
827,35-44,"Wildlife,Culture,Relaxation,Food","74,59,76,3,52",7.9,1,"Hiking,Cultural Tours,Swimming,Volunteering,Cycling",Family
828,18-24,"Photography,Culture,History,Nature","61,23,57,67,56,33",6.5,5,"Local Cuisine,Surfing,Cultural Tours,Historical Sites,Swimming",Adventure
829,35-44,"Relaxation,Beach,History,Food,Culture",27,9.4,4,"Hiking,Museums,Eco Tours,Cultural Tours",Eco-conscious
830,18-24,"Beach,Photography,Wildlife,Food",94,4.7,5,"Museums,Surfing,Historical Sites",Luxury
831,55-64,"Mountains,History","1,78,4,11,32,56,13",3.5,2,"Eco Tours,Museums,Cultural Tours",Adventure
832,25-34,"Relaxation,History,Wildlife,Nature,Adventure","86,87,57,29,97,65,21",5.1,4,"Volunteering,Cultural Tours",Family
833,65+,"Culture,Food,Photography","6,93,55,90,9",8.6,4,"Kayaking,Museums,Historical Sites,Eco Tours,Volunteering",Adventure
834,55-64,"History,Culture,Food,Nature,Adventure","84,97,72,39,22,8",7.4,5,"Cycling,Hiking",Luxury
835,55-64,"Nature,Relaxation,Culture","63,18,90,26,54",6.5,1,"Volunteering,Swimming,Surfing,Cycling,Kayaking",Cultural
836,65+,"History,Nature,Mountains,Culture,Adventure","16,30,76,93,55,72,95,45",3.7,1,"Cultural Tours,Local Cuisine,Swimming",Adventure
837,45-54,"Mountains,Adventure,Culture",,3.7,4,"Museums,Eco Tours,Hiking,Volunteering,Cycling",Solo
838,35-44,"Photography,Beach,Wildlife","9,47,82",10.0,1,"Local Cuisine,Eco Tours",Eco-conscious
839,55-64,"History,Photography,Food","79,50,2",4.5,5,"Volunteering,Surfing,Historical Sites,Cultural Tours,Museums",Luxury
840,25-34,"Food,Beach","5,34,14,43,73,100,47,11",7.8,4,"Eco Tours,Swimming,Cultural Tours,Local Cuisine",Luxury
841,18-24,"History,Wildlife,Beach",,8.8,4,"Historical Sites,Kayaking,Wildlife Watching,Volunteering,Cultural Tours",Solo
842,65+,"Culture,Mountains","39,4,23,69,90,42",4.9,3,"Swimming,Local Cuisine,Surfing,Museums",Luxury
843,18-24,"Food,Beach,Adventure,Nature,Mountains","49,18,57,24,97,9,8",6.6,5,"Local Cuisine,Historical Sites,Eco Tours,Museums",Cultural
844,45-54,"Wildlife,Nature,Food","33,83,71",8.2,5,"Eco Tours,Kayaking",Eco-conscious
845,25-34,"Nature,Relaxation,Wildlife,History",70,6.2,2,"Eco Tours,Cycling,Surfing",Budget
846,45-54,"Photography,Mountains,History,Culture",96,7.7,2,"Eco Tours,Kayaking",Eco-conscious
847,25-34,"Food,Nature,Wildlife,Relaxation,Adventure",,5.3,5,"Historical Sites,Wildlife Watching,Volunteering,Cultural Tours,Swimming",Luxury
848,45-54,"History,Mountains,Culture,Nature",,8.4,3,"Wildlife Watching,Hiking,Local Cuisine,Swimming",Adventure
