user_id,age_group,interests,travel_history,sustainability_preference,budget_level,preferred_activities,travel_style
635,65+,"Nature,Food,Relaxation,Adventure,Beach","100,54,67,60,14,91,46",4.6,5,"Volunteering,Cultural Tours,Swimming",Luxury
636,35-44,"Photography,Nature","65,34,58,16,49,45,32,71,23,84",7.7,1,"Cycling,Kayaking,Volunteering,Surfing,Swimming",Budget
637,25-34,"Beach,Wildlife,Mountains","7,25,27",6.6,3,"Cycling,Cultural Tours",Cultural
638,25-34,"Culture,Wildlife",88,6.7,5,"Museums,Swimming",Luxury
639,35-44,"Relaxation,Nature,Adventure","24,25,59,60,5,48,46,22,15",3.5,3,"Cycling,Historical Sites,Wildlife Watching,Surfing,Museums",Adventure
640,65+,"Mountains,Wildlife,Photography","43,34,1,89,3",6.7,5,"Volunteering,Cultural Tours,Museums",Luxury
641,25-34,"Adventure,Relaxation",,8.1,5,"Hiking,Volunteering,Wildlife Watching",Eco-conscious
642,18-24,"Mountains,Adventure","89,98,48",5.2,4,"Cycling,Wildlife Watching,Kayaking,Eco Tours,Historical Sites",Solo
643,25-34,"Culture,Relaxation",96,5.8,5,"Eco Tours,Cultural Tours",Solo
644,35-44,"Food,Relaxation,History,Mountains","98,26,71,37,67,40,28",6.2,3,"Cultural Tours,Hiking,Swimming,Cycling",Family
645,18-24,"Photography,Wildlife,Beach,Adventure,Mountains","44,20,61,74,40",8.0,3,"Eco Tours,Hiking,Wildlife Watching,Swimming,Cycling",Budget
646,35-44,"Nature,Adventure","68,80,81",7.1,5,"Eco Tours,Historical Sites",Solo
647,55-64,"Beach,History,Wildlife,Mountains","99,38,78",7.9,4,"Historical Sites,Cultural Tours,Museums,Volunteering",Eco-conscious
648,35-44,"History,Mountains,Photography,Wildlife","73,42,63,100,43",5.3,3,"Historical Sites,Swimming,Eco Tours",Solo
649,55-64,"Mountains,Food","78,23,67,12",5.6,4,"Wildlife Watching,Volunteering,Cycling,Swimming,Surfing",Adventure
650,45-54,"Beach,Photography,History,Nature,Relaxation","38,50,83,19,35,14,87,81,1",4.7,1,"Cycling,Volunteering,Hiking,Swimming,Cultural Tours",Luxury
651,55-64,"Relaxation,Wildlife,Photography","10,83,76,47,52,73,37",6.2,2,"Kayaking,Swimming,Volunteering,Cycling",Adventure
652,35-44,"Adventure,Culture,Nature","57,91,78,35,86,65,10,60,64,68",7.8,5,"Local Cuisine,Cultural Tours",Luxury
653,35-44,"Mountains,History,Adventure,Nature,Culture","92,52,95,39,41",9.3,1,"Historical Sites,Cycling",Eco-conscious
654,18-24,"Culture,Adventure,Wildlife","11,92",7.0,4,"Eco Tours,Local Cuisine,Swimming",Cultural
655,55-64,"Wildlife,Nature,History,Photography","98,37,24,48,70",7.8,1,"Hiking,Cultural Tours,Cycling",Family
656,35-44,"Adventure,Beach,Food,Wildlife,Culture","82,29,42,93",7.9,2,"Cycling,Swimming,Kayaking,Cultural Tours,Museums",Budget
657,25-34,"Adventure,Culture","28,20",8.1,4,"Local Cuisine,Cultural Tours,Cycling,Hiking,Wildlife Watching",Budget
658,25-34,"Adventure,Relaxation,Beach",29,8.0,5,"Historical Sites,Swimming,Kayaking,Museums,Eco Tours",Eco-conscious
659,18-24,"Wildlife,Relaxation,Beach,Culture,Photography","41,46",3.3,5,"Local Cuisine,Swimming",Cultural
660,25-34,"Beach,Mountains,Nature,Wildlife","6,73,72,28,66,67",4.4,4,"Local Cuisine,Swimming,Surfing",Adventure
661,18-24,"History,Culture,Adventure","20,100,96,7,92",9.9,2,"Surfing,Local Cuisine",Eco-conscious
662,35-44,"History,Photography,Nature,Adventure,Wildlife","94,10,21,73,79",7.5,3,"Surfing,Cultural Tours,Local Cuisine,Kayaking",Eco-conscious
663,35-44,"Culture,Wildlife,Relaxation,Adventure","15,32,93,40,8,9,21,97",7.3,4,"Museums,Wildlife Watching",Family
664,55-64,"Food,Culture","94,82,74,70,47,40,45",7.8,3,"Surfing,Kayaking",Luxury
665,25-34,"Relaxation,Food,Culture,History","44,99,81,89,83",5.6,3,"Hiking,Cultural Tours",Cultural
666,25-34,"Food,Beach,Relaxation","48,53,75,45",7.4,4,"Local Cuisine,Volunteering",Eco-conscious
667,18-24,"Nature,Food,History,Beach,Culture",14,6.7,4,"Eco Tours,Historical Sites",Budget
668,35-44,"Photography,History,Mountains,Wildlife,Nature","31,2,18",4.2,2,"Museums,Volunteering",Family
669,25-34,"Culture,Wildlife,Food","94,7,92,77",5.5,5,"Swimming,Eco Tours",Luxury
670,35-44,"Culture,Photography","70,29,35,10",8.3,1,"Wildlife Watching,Museums",Adventure
671,65+,"Beach,Food","7,89,5,98,32,47,40,57,48",5.6,5,"Wildlife Watching,Historical Sites,Volunteering,Cultural Tours",Luxury
672,65+,"Adventure,Culture","21,57,43,25,34,48",4.4,2,"Swimming,Volunteering,Historical Sites,Museums",Family
673,45-54,"Food,Nature,History","25,62,20,23,24,9,66,48",6.7,3,"Volunteering,Historical Sites,Museums,Cycling",Adventure
674,55-64,"Relaxation,Mountains,Adventure,Food,History","73,62,81,20,88,34",5.5,2,"Historical Sites,Cycling",Cultural
675,35-44,"Beach,Food,Adventure","25,78,47,48",7.8,5,"Museums,Wildlife Watching",Eco-conscious
676,45-54,"Photography,Nature,Adventure","75,76,41,18,12",8.4,3,"Cultural Tours,Swimming,Wildlife Watching,Hiking",Cultural
677,25-34,"Wildlife,Adventure","87,70,5,7,67,1,76,91,41,64",5.6,1,"Wildlife Watching,Cycling,Hiking",Budget
678,18-24,"Adventure,Relaxation,Photography,Culture","65,14,81,43",6.2,4,"Kayaking,Historical Sites",Cultural
679,25-34,"Wildlife,Relaxation,Mountains",,8.2,4,"Local Cuisine,Eco Tours,Hiking",Adventure
680,25-34,"History,Adventure,Photography,Food,Beach",,8.6,2,"Museums,Cultural Tours",Adventure
681,18-24,"Wildlife,Mountains","32,63,46,47",6.9,4,"Wildlife Watching,Hiking,Kayaking,Cycling,Swimming",Family
682,18-24,"Wildlife,Photography,Mountains,History,Relaxation","22,85,82,77,5,12,4,1,51",7.5,4,"Surfing,Eco Tours",Cultural
683,25-34,"Adventure,Photography","61,41,92,32,2,40,99,90,88,65",7.0,4,"Historical Sites,Kayaking",Luxury
684,18-24,"Wildlife,Beach","51,22,33,5,65,15,53,71,8,10",4.7,5,"Cultural Tours,Kayaking,Wildlife Watching",Luxury
685,55-64,"Nature,Food,Relaxation,History,Mountains","35,67,70,69,10",5.7,2,"Cultural Tours,Wildlife Watching,Cycling,Museums",Family
686,35-44,"Adventure,Mountains",,5.2,4,"Local Cuisine,Museums,Swimming,Eco Tours",Adventure
687,65+,"Nature,Adventure","65,50,85,49,98,28,91",8.1,3,"Local Cuisine,Swimming,Cultural Tours,Historical Sites",Adventure
688,65+,"Photography,Adventure,Mountains,Food,Beach","12,32,64,56",5.4,1,"Cycling,Kayaking,Eco Tours,Local Cuisine,Surfing",Family
689,65+,"Adventure,Nature,Mountains","47,77,53,17,48,61,99",7.8,3,"Wildlife Watching,Local Cuisine",Eco-conscious
690,25-34,"History,Food,Beach,Photography,Wildlife","68,10,73,90,84",4.2,2,"Eco Tours,Historical Sites,Kayaking",Cultural
691,25-34,"Adventure,Nature,Beach,Photography","62,42,86,36,63,2,69,40",5.8,1,"Surfing,Eco Tours,Volunteering,Cycling,Historical Sites",Family
692,45-54,"Food,History",,7.5,5,"Wildlife Watching,Kayaking,Swimming,Hiking,Volunteering",Adventure
693,18-24,"History,Culture,Mountains,Adventure","44,35,75,32",6.5,1,"Cultural Tours,Museums,Local Cuisine,Wildlife Watching,Eco Tours",Family
694,55-64,"Mountains,Wildlife,Beach,Culture","38,8,59,76,80",8.6,3,"Eco Tours,Cultural Tours,Wildlife Watching,Hiking,Kayaking",Eco-conscious
695,45-54,"Culture,Beach","21,23,86",7.4,3,"Surfing,Wildlife Watching",Cultural
696,45-54,"Beach,Wildlife,Mountains",,6.2,3,"Kayaking,Hiking,Cultural Tours,Historical Sites",Luxury
697,35-44,"Relaxation,Photography,Beach,Culture",,8.1,4,"Cultural Tours,Historical Sites,Surfing,Hiking,Swimming",Solo
698,45-54,"History,Relaxation,Photography","63,48,28,82,87",8.9,2,"Volunteering,Wildlife Watching,Swimming,Historical Sites",Eco-conscious
699,55-64,"Photography,Adventure,Nature","23,90,82",4.6,1,"Local Cuisine,Volunteering,Cycling",Budget
700,45-54,"Wildlife,Mountains,Adventure","85,10,9,43,32,11,97",7.0,5,"Surfing,Wildlife Watching,Local Cuisine,Kayaking,Eco Tours",Budget
701,25-34,"Adventure,Relaxation,Culture,History","93,71",6.2,1,"Museums,Surfing,Historical Sites",Cultural
702,55-64,"Beach,Culture",94,5.1,5,"Local Cuisine,Museums,Hiking",Luxury
703,45-54,"Photography,Wildlife","29,44,92,6,31,55,64,12",3.3,4,"Wildlife Watching,Local Cuisine",Adventure
704,35-44,"History,Beach,Nature,Adventure,Mountains","52,80,46,20",7.3,3,"Historical Sites,Local Cuisine",Budget
705,65+,"Adventure,Mountains,Photography","18,92,55,12,61,54,62,21",4.3,2,"Eco Tours,Swimming,Historical Sites,Cultural Tours,Museums",Luxury
706,18-24,"Photography,Food",17,5.9,5,"Wildlife Watching,Cycling,Volunteering,Cultural Tours,Local Cuisine",Family
707,18-24,"Relaxation,Mountains,Food,Wildlife,Culture","99,75,66,69,27,24,65,85",7.6,5,"Cultural Tours,Local Cuisine,Swimming,Museums",Solo
708,45-54,"Nature,Beach,Wildlife,Culture,Relaxation","73,35,67,24,42,82,15,53,49",7.2,2,"Hiking,Cycling",Eco-conscious
709,65+,"Wildlife,Photography,Food,Adventure","90,50,87,69,71,20",6.2,4,"Cultural Tours,Surfing,Historical Sites",Luxury
710,45-54,"History,Relaxation,Wildlife",84,4.3,1,"Museums,Surfing,Eco Tours,Wildlife Watching,Cycling",Adventure
711,18-24,"Culture,Wildlife,Beach,Nature","77,46,53,58,52,75,60,44,4,61",9.8,1,"Volunteering,Eco Tours,Local Cuisine,Surfing,Historical Sites",Eco-conscious
712,65+,"Relaxation,Wildlife,Food,Culture","43,72,94,30,18,7,31,38",5.9,4,"Surfing,Hiking,Eco Tours",Cultural
713,55-64,"History,Nature,Wildlife,Relaxation,Food","22,58,86,13,72,12,19,47,21,29",5.4,5,"Cycling,Wildlife Watching,Historical Sites,Volunteering,Cultural Tours",Solo
714,65+,"History,Nature,Relaxation,Mountains,Wildlife",16,7.3,3,"Hiking,Historical Sites,Wildlife Watching,Local Cuisine,Volunteering",Solo
715,18-24,"Nature,Wildlife,Relaxation,Culture",,5.1,3,"Cultural Tours,Kayaking,Eco Tours",Adventure
716,18-24,"Nature,History,Food,Relaxation","14,59,28,61,68,10,26,53,25",4.8,5,"Swimming,Historical Sites",Family
717,35-44,"History,Wildlife,Mountains","73,48",4.4,5,"Kayaking,Wildlife Watching,Surfing,Cycling",Budget
718,35-44,"Photography,Nature,Food","26,20,32,22",5.6,2,"Kayaking,Cultural Tours,Hiking,Historical Sites,Surfing",Family
719,65+,"Food,Photography,Relaxation,Mountains","69,45",6.7,4,"Local Cuisine,Cultural Tours",Adventure
720,25-34,"Mountains,Wildlife,Beach,Nature,Photography","32,72,71,1,39,24,20",7.0,2,"Historical Sites,Eco Tours,Kayaking",Solo
721,55-64,"Food,Culture","52,15,8,80,84",7.1,3,"Wildlife Watching,Volunteering,Historical Sites,Cycling,Cultural Tours",Luxury
722,25-34,"Mountains,Wildlife",89,7.9,3,"Wildlife Watching,Historical Sites,Cultural Tours",Luxury
723,65+,"Beach,Adventure,Relaxation,History","38,18",5.4,2,"Eco Tours,Swimming",Family
724,55-64,"Culture,Relaxation,Adventure,Wildlife,Beach","85,57,98,34,24,22,39,7",7.8,3,"Kayaking,Eco Tours",Family
725,35-44,"Food,History","40,7,32,9,64,85",5.3,4,"Surfing,Historical Sites,Cultural Tours,Wildlife Watching",Solo
726,35-44,"Culture,Wildlife,Mountains,Photography",83,8.3,2,"Hiking,Cultural Tours,Kayaking,Eco Tours,Surfing",Eco-conscious
727,65+,"Beach,Culture,Wildlife,Relaxation","5,79,24",6.3,3,"Volunteering,Kayaking,Wildlife Watching,Historical Sites,Cycling",Adventure
728,55-64,"Food,Beach,Wildlife,Relaxation,History","51,25,69,100,62,37",4.8,2,"Swimming,Historical Sites",Luxury
729,45-54,"Relaxation,Food","89,5,11,77,58,92",5.1,2,"Eco Tours,Wildlife Watching,Cycling,Volunteering,Kayaking",Cultural
730,55-64,"History,Photography",45,8.7,2,"Wildlife Watching,Surfing,Local Cuisine,Cycling",Budget
731,35-44,"Food,Beach,Photography,Relaxation",4,4.6,1,"Historical Sites,Surfing",Adventure
732,35-44,"Photography,Adventure","42,15,34",4.9,3,"Cycling,Museums",Adventure
733,35-44,"Mountains,Culture,Wildlife,Relaxation","13,91,17,11",8.6,2,"Eco Tours,Hiking,Wildlife Watching,Swimming",Cultural
734,25-34,"Adventure,Photography,Relaxation,Food,Culture","27,28",8.4,1,"Wildlife Watching,Cultural Tours,Swimming,Volunteering,Museums",Eco-conscious
735,65+,"Wildlife,Culture,Adventure,Relaxation,Food",,5.5,5,"Local Cuisine,Cycling,Eco Tours,Wildlife Watching,Hiking",Solo
736,25-34,"Relaxation,Adventure,Food,Beach,Wildlife","80,91,15,3,25",3.6,4,"Volunteering,Museums",Solo
737,18-24,"Culture,Nature","37,59,4,84,12,33,77,94,92,23",4.4,3,"Volunteering,Kayaking",Family
738,18-24,"Culture,Relaxation","89,38,31,12,48,94",6.6,1,"Cultural Tours,Surfing,Volunteering,Local Cuisine",Adventure
739,65+,"Mountains,Relaxation,Photography,Food,History","12,9,52,32,46,42,47,89,24",4.2,2,"Cycling,Surfing,Cultural Tours",Luxury
740,25-34,"History,Nature,Food,Photography","75,17,61,16,62,43,25,6",4.6,3,"Volunteering,Cultural Tours,Cycling",Luxury
741,55-64,"History,Culture,Mountains","28,53,59,6,4,16,88,9,74",3.2,4,"Volunteering,Wildlife Watching",Adventure
742,55-64,"Food,History,Photography","15,14,80,44",4.1,4,"Historical Sites,Wildlife Watching,Cycling,Eco Tours,Hiking",Solo
743,55-64,"Nature,Culture,Mountains,Beach",91,3.3,5,"Eco Tours,Cycling,Surfing,Cultural Tours,Hiking",Budget
744,55-64,"Nature,History,Mountains,Adventure,Relaxation","60,81,51,6,25,27,80,10,100",6.6,3,"Museums,Wildlife Watching",Budget
745,35-44,"History,Culture",,5.8,1,"Swimming,Historical Sites,Volunteering,Surfing",Cultural
746,55-64,"Relaxation,Beach","15,17,83,97,10,91,77",8.0,1,"Cultural Tours,Museums,Eco Tours",Luxury
747,55-64,"Beach,Adventure,Food,History","32,42,67,84,94",6.1,2,"Kayaking,Museums",Luxury
748,55-64,"Food,Adventure,Relaxation,Mountains","18,9,66,20,82,45,44,49,39,25",7.8,1,"Cultural Tours,Volunteering,Cycling",Luxury
749,25-34,"Food,Photography","20,11",4.6,4,"Kayaking,Cultural Tours,Local Cuisine,Swimming",Cultural
750,65+,"History,Wildlife","39,64,73,77",4.6,5,"Hiking,Wildlife Watching",Cultural
751,55-64,"Food,Nature,Wildlife,Adventure,History","15,22,32,71,35,31,11,6,9",7.4,1,"Historical Sites,Museums,Local Cuisine,Hiking",Family
752,25-34,"Beach,Wildlife,Food","14,33,69,46,90,27,10",7.6,5,"Swimming,Hiking,Eco Tours,Historical Sites",Luxury
753,18-24,"Beach,Food,Adventure,History,Wildlife","67,86,21,19,50,31",4.5,3,"Historical Sites,Hiking",Luxury
754,55-64,"Food,Culture",68,3.3,4,"Surfing,Historical Sites,Hiking,Cycling",Adventure
755,35-44,"Adventure,Relaxation,Wildlife","27,65,1,32,59,12",6.8,2,"Cycling,Local Cuisine,Kayaking,Surfing,Volunteering",Family
756,45-54,"Mountains,Culture","64,94,36,99,48,42",3.8,3,"Historical Sites,Local Cuisine",Cultural
757,65+,"Mountains,Culture,Beach,Photography","28,61,18,4,63,70,1,95,8",8.5,3,"Cycling,Swimming,Historical Sites,Kayaking",Budget
758,35-44,"Photography,Mountains",66,6.1,3,"Local Cuisine,Museums,Kayaking,Cycling",Adventure
759,25-34,"Beach,Culture,Food,History,Mountains","72,1,17,58,66,76,46",4.9,1,"Museums,Cycling,Local Cuisine,Eco Tours",Cultural
760,55-64,"Culture,Wildlife,Beach","89,48",4.9,3,"Kayaking,Cycling,Swimming,Historical Sites",Family
761,25-34,"Beach,Culture,Wildlife,Nature",27,5.1,5,"Swimming,Volunteering,Wildlife Watching",Adventure
762,45-54,"Relaxation,History,Culture,Nature","4,12,100,36,32,20,58,82,18,21",5.6,4,"Wildlife Watching,Volunteering,Hiking",Cultural
763,65+,"Food,Relaxation","14,49,78,90,1,19,95",6.5,1,"Historical Sites,Volunteering",Luxury
764,45-54,"Relaxation,Adventure,History,Wildlife,Food","89,11,52,49,68",6.5,2,"Surfing,Swimming,Local Cuisine,Eco Tours",Adventure
765,18-24,"Culture,Food","71,86,77,65,18,1,91",3.5,2,"Wildlife Watching,Cultural Tours",Solo
766,65+,"Wildlife,History,Adventure","19,69,75,59,23,21",5.3,5,"Volunteering,Swimming,Eco Tours,Local Cuisine,Museums",Luxury
767,25-34,"Relaxation,Wildlife,Mountains,Photography","45,67,59,39,63",6.9,2,"Local Cuisine,Cycling,Volunteering,Surfing,Historical Sites",Solo
768,35-44,"History,Culture,Mountains,Wildlife,Nature","74,26,24",6.2,2,"Surfing,Eco Tours",Budget
769,35-44,"Relaxation,Wildlife,Mountains,Adventure,History","31,55,69,21",8.3,4,"Eco Tours,Local Cuisine,Museums,Kayaking,Cycling",Eco-conscious
770,25-34,"Photography,Relaxation",,4.4,3,"Local Cuisine,Cycling,Swimming,Historical Sites",Solo
771,55-64,"Relaxation,Nature,Adventure,Culture","39,53,83,49,12,35,11,77",7.7,5,"Historical Sites,Cultural Tours,Eco Tours",Solo
772,35-44,"Food,History,Nature,Relaxation","80,14,34,83,52,23,18,42,75,79",7.8,4,"Eco Tours,Museums,Historical Sites,Cultural Tours",Budget
773,18-24,"Beach,Culture,Wildlife,History","48,68,95,7",4.0,3,"Hiking,Local Cuisine,Wildlife Watching,Eco Tours",Adventure
774,55-64,"Relaxation,Culture,Photography,Food,Beach","5,3,39,14,25",5.8,3,"Cultural Tours,Hiking,Museums,Surfing",Family
775,55-64,"Wildlife,Photography,History","90,96",3.2,4,"Hiking,Cycling,Volunteering,Local Cuisine",Solo
776,18-24,"Photography,Relaxation,History,Culture,Adventure","35,56,6,1,85,99,87,77",4.4,1,"Hiking,Local Cuisine",Adventure
777,45-54,"Relaxation,Photography,Mountains","71,3,44,62,25,33,97,78",4.0,3,"Hiking,Eco Tours,Cycling,Cultural Tours",Family
778,55-64,"Mountains,Wildlife,Photography,Adventure,Beach","60,22",5.8,5,"Museums,Eco Tours",Adventure
779,45-54,"Beach,Wildlife,History,Culture","11,47,32,97,96",8.2,2,"Local Cuisine,Wildlife Watching,Surfing",Cultural
780,25-34,"Adventure,Nature,History,Wildlife,Food","7,41,68,22,43,59",8.2,4,"Surfing,Cycling,Local Cuisine",Budget
781,35-44,"Relaxation,Mountains,Beach,Adventure","22,78,52",6.0,1,"Cultural Tours,Hiking,Volunteering,Historical Sites",Family
782,65+,"Nature,Photography,Culture,History","57,43",5.5,4,"Kayaking,Surfing,Swimming,Cultural Tours,Wildlife Watching",Cultural
783,25-34,"Relaxation,Beach","52,13,11,37,9,71,55,59,78",6.3,4,"Cycling,Wildlife Watching,Cultural Tours,Hiking,Historical Sites",Luxury
784,55-64,"History,Culture,Photography","36,45,43,37,92,77,63,14,96",5.9,3,"Wildlife Watching,Local Cuisine,Cultural Tours,Hiking",Luxury
785,35-44,"Relaxation,Food,Wildlife","79,49,76,57",4.3,3,"Local Cuisine,Cultural Tours,Surfing,Eco Tours",Luxury
786,45-54,"Beach,Wildlife,Mountains","61,94,81",7.0,5,"Historical Sites,Swimming,Surfing",Cultural
787,65+,"Mountains,Relaxation,Culture,Photography,Adventure",,4.9,3,"Local Cuisine,Cycling",Budget
788,45-54,"Beach,History,Wildlife,Nature,Relaxation","26,1,96,44",8.7,5,"Historical Sites,Volunteering,Local Cuisine,Museums,Surfing",Budget
789,55-64,"History,Wildlife,Nature,Adventure","86,56",7.0,3,"Cultural Tours,Eco Tours,Local Cuisine",Cultural
790,35-44,"Photography,History,Mountains,Culture,Food","13,47,43",7.3,2,"Museums,Volunteering,Cultural Tours",Solo
791,35-44,"History,Food,Adventure,Mountains,Nature","32,27,48,54,47,95,20,62,93",3.0,4,"Cultural Tours,Surfing,Kayaking",Budget
792,55-64,"Relaxation,Mountains,Nature",45,7.7,5,"Wildlife Watching,Cycling",Family
793,25-34,"Wildlife,Culture,Beach",11,6.4,3,"Surfing,Wildlife Watching",Family
794,55-64,"Wildlife,Beach,Adventure,Relaxation","73,28,72,27,69,5",3.3,3,"Volunteering,Wildlife Watching,Local Cuisine,Swimming,Hiking",Budget
795,25-34,"Culture,History,Nature,Relaxation,Mountains","29,91,8,65,30,17,37,9",6.9,2,"Kayaking,Historical Sites",Adventure
796,55-64,"Relaxation,Adventure","80,24,79,65,1,39,89,75,86,95",7.4,2,"Hiking,Eco Tours",Luxury
797,65+,"Wildlife,Beach,Nature,History,Photography","98,75,19,60,16,15,73,8",4.0,2,"Wildlife Watching,Historical Sites,Kayaking",Cultural
798,45-54,"History,Nature","49,81",4.0,1,"Wildlife Watching,Swimming",Budget
799,55-64,"Photography,Food,Wildlife,Culture,Beach",60,4.1,4,"Local Cuisine,Kayaking,Swimming,Cultural Tours,Cycling",Family
800,55-64,"Wildlife,Food",22,9.1,4,"Hiking,Volunteering,Swimming,Museums",Eco-conscious
801,25-34,"Beach,History,Mountains,Culture,Relaxation","65,83",4.4,4,"Hiking,Volunteering,Cultural Tours",Family
802,45-54,"Beach,Photography,Nature,Adventure",,6.5,3,"Historical Sites,Hiking,Local Cuisine,Eco Tours",Family
803,55-64,"Nature,History","77,53,46,97",4.5,5,"Hiking,Eco Tours",Adventure
804,25-34,"History,Photography,Food,Culture","90,3,92,32,29,52,36,57,25",8.4,4,"Historical Sites,Wildlife Watching",Solo
805,35-44,"Adventure,Nature","37,62,78",5.5,3,"Hiking,Historical Sites,Surfing,Cultural Tours",Budget
806,25-34,"Food,Mountains,Adventure","3,27,12,31,28,24,35,34",7.3,1,"Historical Sites,Surfing,Wildlife Watching,Cycling",Adventure
807,25-34,"Beach,Mountains","26,76,93,75,38,20",6.4,2,"Museums,Wildlife Watching",Adventure
808,65+,"History,Photography","67,56,64,93,10,95,2,15",7.7,2,"Volunteering,Museums,Eco Tours,Historical Sites,Cycling",Cultural
809,18-24,"Beach,Relaxation,Mountains,Culture,History","93,15",3.6,4,"Surfing,Hiking,Wildlife Watching,Kayaking,Volunteering",Adventure
810,65+,"Photography,Adventure,Mountains,Food","31,85,18,73",4.1,4,"Museums,Cycling,Historical Sites",Cultural
811,18-24,"History,Nature,Wildlife,Photography",,6.6,5,"Hiking,Local Cuisine",Budget
812,35-44,"Photography,Nature,History","32,1,59,92,70,31",8.2,2,"Volunteering,Cycling",Solo
813,18-24,"Mountains,Adventure,Food,Beach","1,18,65,44,83,35,93,64,10",9.2,3,"Kayaking,Local Cuisine,Volunteering,Cycling",Eco-conscious
814,35-44,"Relaxation,Photography","12,50,18,68,27,26,31,28",8.0,1,"Local Cuisine,Cycling,Wildlife Watching,Volunteering",Luxury
815,45-54,"Mountains,Wildlife,Relaxation","34,83,94,7,60,31,68,6,98",4.4,4,"Eco Tours,Kayaking,Cycling,Surfing",Luxury
816,65+,"Relaxation,Culture,Food","80,57,93,14,89,29,90",7.9,2,"Wildlife Watching,Historical Sites",Family
817,35-44,"Beach,Culture,Mountains","47,91,2,57,1",8.7,1,"Local Cuisine,Historical Sites,Surfing,Hiking",Eco-conscious
818,18-24,"Adventure,Photography,Wildlife",11,4.6,1,"Swimming,Kayaking,Museums",Solo
819,18-24,"Nature,Culture,History,Beach","65,95,36,1,97,35,11,17,87",4.5,2,"Swimming,Local Cuisine",Solo
820,55-64,"Wildlife,Mountains,Culture,Beach,Relaxation","25,82,47,32,72",5.1,5,"Cycling,Cultural Tours",Solo
821,65+,"Relaxation,Beach,Food,History",,5.0,1,"Historical Sites,Wildlife Watching,Surfing",Solo
822,18-24,"Relaxation,Beach","44,64,55,8,42,52,7,53",4.3,3,"Museums,Historical Sites",Budget
823,45-54,"Nature,Relaxation,Mountains","57,63,83,64,90,13,25,94",5.4,1,"Surfing,Cultural Tours",Family
824,18-24,"Relaxation,Adventure,Wildlife,History,Nature","48,86,11,49,28",6.0,5,"Museums,Volunteering,Wildlife Watching,Cycling",Budget
825,18-24,"Wildlife,Culture,Nature","97,92,94,1,99,74",6.8,5,"Volunteering,Cultural Tours,Hiking,Eco Tours",Solo
826,18-24,"Photography,Culture,Beach,Nature,History","47,32,33,90,77,100",3.6,3,"Cycling,Historical Sites,Kayaking,Swimming,Surfing",Budget
827,45-54,"Food,Beach,Mountains,Relaxation","84,72",6.7,1,"Eco Tours,Volunteering,Cycling",Adventure
828,65+,"Culture,Nature,Wildlife","3,80,88,28,4,26,68,62,10",6.3,5,"Swimming,Eco Tours,Surfing,Kayaking",Cultural
829,18-24,"Nature,History,Adventure",3,6.9,3,"Surfing,Swimming,Local Cuisine",Luxury
830,18-24,"Adventure,History,Culture,Beach","86,57,48,19,67",9.6,3,"Museums,Local Cuisine,Surfing",Eco-conscious
831,55-64,"Nature,History,Culture,Photography","74,56,98,67,19,78,44",7.6,2,"Swimming,Cycling,Museums,Kayaking,Volunteering",Cultural
832,45-54,"Mountains,Photography,Wildlife,Nature","79,64,74,81,83,14,15,7,33",6.0,4,"Museums,Eco Tours,Swimming,Kayaking,Surfing",Luxury
833,55-64,"Adventure,Wildlife,Food,Beach,History","68,100,3,69,89",6.8,1,"Wildlife Watching,Cycling,Historical Sites,Cultural Tours",Adventure
834,45-54,"Adventure,Wildlife,Mountains,Beach",,6.7,3,"Historical Sites,Cycling,Kayaking",Luxury
835,35-44,"Nature,Wildlife,History,Beach,Adventure",13,5.2,2,"Museums,Eco Tours",Family
836,55-64,"Food,Mountains","47,96,9,78,48,41,70,17,46,100",7.4,4,"Local Cuisine,Kayaking,Cultural Tours,Swimming",Budget
837,25-34,"Culture,Nature","33,41,100,92,9,67,63,17",5.2,1,"Volunteering,Historical Sites,Wildlife Watching,Local Cuisine",Family
838,65+,"Relaxation,Photography,Beach,Wildlife","100,18",3.9,4,"Kayaking,Surfing",Adventure
839,18-24,"Nature,Culture,Adventure,Beach,Mountains",,9.8,1,"Museums,Cycling,Local Cuisine,Surfing,Hiking",Eco-conscious
840,18-24,"Nature,Adventure,Wildlife","16,77,41,5",4.5,3,"Museums,Kayaking,Local Cuisine,Volunteering,Eco Tours",Adventure
841,18-24,"Photography,Adventure,History,Nature,Food",,8.9,1,"Swimming,Local Cuisine,Eco Tours",Eco-conscious
842,18-24,"Wildlife,History",,8.7,2,"Eco Tours,Historical Sites,Swimming",Budget
843,55-64,"Mountains,Photography","29,86,53,54,37",7.8,4,"Hiking,Swimming,Kayaking",Eco-conscious
844,18-24,"Relaxation,Mountains,History,Adventure,Wildlife","4,81,84,8,94,19,2",5.2,5,"Hiking,Kayaking,Cycling,Volunteering",Luxury
845,35-44,"Mountains,History,Relaxation,Beach,Wildlife","71,61,24,92",4.7,1,"Local Cuisine,Swimming,Wildlife Watching,Historical Sites,Museums",Cultural
846,18-24,"Wildlife,Nature,Mountains",,7.9,1,"Surfing,Cycling,Hiking,Volunteering,Cultural Tours",Luxury
847,25-34,"Beach,Culture","8,9,34,69,6,18,30",6.4,4,"Wildlife Watching,Local Cuisine,Cultural Tours,Eco Tours,Swimming",Adventure
